日期,类型,代码,名称,连板数
20251201,ZT,bj920701,豪声电子,1.0
20251201,ZT,sz300223,北京君正,1.0
20251201,ZT,sz002651,利君股份,1.0
20251201,ZT,sz002625,光启技术,1.0
20251201,ZT,sz002114,罗平锌电,1.0
20251201,ZT,sz002540,亚太科技,1.0
20251201,ZT,sh603077,和邦生物,1.0
20251201,ZT,sz002578,闽发铝业,1.0
20251201,ZT,sz000816,智慧农业,1.0
20251201,ZT,sz002863,今飞凯达,1.0
20251201,ZT,sh603121,华培动力,1.0
20251201,ZT,sz002108,沧州明珠,1.0
20251201,ZT,sz002806,华锋股份,1.0
20251201,ZT,sz000859,国风新材,1.0
20251201,ZT,sz301256,华融化学,1.0
20251201,ZT,sh603928,兴业股份,1.0
20251201,ZT,sz000888,峨眉山Ａ,1.0
20251201,ZT,sz000530,冰山冷热,1.0
20251201,ZT,sh600734,实达集团,1.0
20251201,ZT,sz000691,*ST亚太,1.0
20251201,ZT,sh600568,ST中珠  ,1.0
20251201,ZT,sz000004,*ST国华,1.0
20251201,ZT,sh603557,ST起步  ,1.0
20251201,ZT,sh603268,*ST松发 ,1.0
20251201,ZT,sh605081,*ST太和 ,1.0
20251201,ZT,sh600289,ST信通  ,1.0
20251201,ZT,sh603828,ST柯利达,1.0
20251201,ZT,sz002848,*ST高斯,1.0
20251201,ZT,sh603559,ST通脉  ,1.0
20251201,ZT,sz002789,*ST建艺,1.0
20251201,ZT,sz001270,*ST铖昌,1.0
20251201,ZT,sz301148,嘉戎技术,1.0
20251201,ZT,sz002611,东方精工,1.0
20251201,ZT,sz002778,中晟高科,1.0
20251201,ZT,sz001234,泰慕士,1.0
20251201,ZT,sz002787,华源控股,1.0
20251201,ZT,sz002563,森马服饰,1.0
20251201,ZT,sz000036,华联控股,1.0
20251201,ZT,sz003003,天元股份,1.0
20251201,ZT,sz002356,赫美集团,1.0
20251201,ZT,sh603803,瑞斯康达,1.0
20251201,ZT,sh600284,浦东建设,1.0
20251201,ZT,sz000007,全新好,1.0
20251202,ZT,sz003018,金富科技,7.0
20251202,ZT,sz002702,海欣食品,5.0
20251202,ZT,sz000078,海王生物,5.0
20251202,ZT,sz002792,通宇通讯,4.0
20251202,ZT,sh603933,睿能科技,4.0
20251202,ZT,sz002632,道明光学,4.0
20251202,ZT,sz000547,航天发展,3.0
20251202,ZT,sz002565,顺灏股份,3.0
20251202,ZT,sz002413,雷科防务,3.0
20251202,ZT,sz002976,瑞玛精密,3.0
20251202,ZT,sh600981,苏豪汇鸿,3.0
20251202,ZT,sh603327,福蓉科技,2.0
20251202,ZT,sz301148,嘉戎技术,2.0
20251202,ZT,sz000859,国风新材,2.0
20251202,ZT,sz000530,冰山冷热,2.0
20251202,ZT,sz002348,高乐股份,2.0
20251202,ZT,sz000592,平潭发展,1.0
20251202,ZT,sz002300,太阳电缆,1.0
20251202,ZT,sh600033,福建高速,1.0
20251202,ZT,sz301136,招标股份,1.0
20251202,ZT,sh600829,人民同泰,1.0
20251202,ZT,sh600272,开开实业,1.0
20251202,ZT,sh603122,合富中国,1.0
20251202,ZT,sz002285,世联行,1.0
20251202,ZT,sh600724,宁波富达,1.0
20251202,ZT,sh600340,华夏幸福,1.0
20251202,ZT,sh605108,同庆楼  ,1.0
20251202,ZT,sh603696,安记食品,1.0
20251202,ZT,sh603536,惠发食品,1.0
20251202,ZT,sz300269,联建光电,1.0
20251202,ZT,sh603163,圣晖集成,1.0
20251202,ZT,sz002474,榕基软件,1.0
20251202,ZT,sh603106,恒银科技,1.0
20251202,ZT,sh603898,好莱客  ,1.0
20251202,ZT,sz000572,海马汽车,1.0
20251202,ZT,sz000735,罗 牛 山,1.0
20251202,ZT,sz000691,*ST亚太,1.0
20251202,ZT,sh603557,ST起步  ,1.0
20251202,ZT,sh600289,ST信通  ,1.0
20251202,ZT,sh600381,*ST春天 ,1.0
20251202,ZT,sh603389,*ST亚振 ,1.0
20251202,ZT,sh600365,ST通葡  ,1.0
20251202,ZT,sz000609,ST中迪,1.0
20251202,ZT,sh603216,梦天家居,1.0
20251202,ZT,sh600828,茂业商业,1.0
20251202,ZT,sh603113,金能科技,1.0
20251202,ZT,sz002686,亿利达,1.0
20251202,ZT,sz003011,海象新材,1.0
20251202,ZT,sh600408,安泰集团,1.0
20251202,ZT,sz000812,陕西金叶,1.0
20251202,ZT,sz000593,德龙汇能,1.0
20251202,ZT,sh601500,通用股份,1.0
20251202,ZT,sz301191,菲菱科思,1.0
20251202,ZT,sz000703,恒逸石化,1.0
20251203,ZT,sz002702,海欣食品,6.0
20251203,ZT,sz000078,海王生物,6.0
20251203,ZT,sz002632,道明光学,5.0
20251203,ZT,sz002565,顺灏股份,4.0
20251203,ZT,sh603327,福蓉科技,3.0
20251203,ZT,sz002348,高乐股份,3.0
20251203,ZT,sz002300,太阳电缆,2.0
20251203,ZT,sz002686,亿利达,2.0
20251203,ZT,sh600408,安泰集团,2.0
20251203,ZT,sh605108,同庆楼  ,2.0
20251203,ZT,sh603696,安记食品,2.0
20251203,ZT,sz000993,闽东电力,1.0
20251203,ZT,sz003016,欣贺股份,1.0
20251203,ZT,sz002519,银河电子,1.0
20251203,ZT,sh600151,航天机电,1.0
20251203,ZT,sh603017,中衡设计,1.0
20251203,ZT,sz002682,龙洲股份,1.0
20251203,ZT,sz002913,奥士康,1.0
20251203,ZT,sh600707,彩虹股份,1.0
20251203,ZT,sz000536,华映科技,1.0
20251203,ZT,sz001211,双枪科技,1.0
20251203,ZT,sh603711,香飘飘  ,1.0
20251203,ZT,sh600467,好当家  ,1.0
20251203,ZT,sz000571,新大洲A,1.0
20251203,ZT,sh600403,大有能源,1.0
20251203,ZT,sz002566,益盛药业,1.0
20251203,ZT,sh603092,德力佳  ,1.0
20251203,ZT,sz002487,大金重工,1.0
20251203,ZT,sh603286,日盈电子,1.0
20251203,ZT,sh603386,骏亚科技,1.0
20251203,ZT,sz002515,金字火腿,1.0
20251203,ZT,sh600255,鑫科材料,1.0
20251203,ZT,sh600172,黄河旋风,1.0
20251203,ZT,sh600289,ST信通  ,1.0
20251203,ZT,sh603268,*ST松发 ,1.0
20251203,ZT,sh600381,*ST春天 ,1.0
20251203,ZT,sh600228,*ST返利 ,1.0
20251203,ZT,sz300391,*ST长药,1.0
20251203,ZT,sh600421,*ST华嵘 ,1.0
20251203,ZT,sz002353,杰瑞股份,1.0
20251203,ZT,sh603353,和顺石油,1.0
20251203,ZT,sz000838,财信发展,1.0
20251203,ZT,sz000692,惠天热电,1.0
20251203,ZT,sz002769,普路通,1.0
20251203,ZT,sz002631,德尔未来,1.0
20251203,ZT,sz002589,瑞康医药,1.0
20251203,ZT,sh603906,龙蟠科技,1.0
20251203,ZT,sh600281,华阳新材,1.0
20251203,ZT,sz002084,海鸥住工,1.0
20251203,ZT,sz002836,新宏泽,1.0
20251203,ZT,sz001336,楚环科技,1.0
20251203,ZT,sh603590,康辰药业,1.0
20251203,ZT,sz002671,龙泉股份,1.0
20251203,ZT,sh601399,国机重装,1.0
20251204,ZT,sz002348,高乐股份,4.0
20251204,ZT,sz002300,太阳电缆,3.0
20251204,ZT,sh603696,安记食品,3.0
20251204,ZT,sz002589,瑞康医药,2.0
20251204,ZT,sh601399,国机重装,2.0
20251204,ZT,sz000692,惠天热电,2.0
20251204,ZT,sh600151,航天机电,2.0
20251204,ZT,sz002682,龙洲股份,2.0
20251204,ZT,sh603386,骏亚科技,2.0
20251204,ZT,sz001211,双枪科技,2.0
20251204,ZT,sh603933,睿能科技,1.0
20251204,ZT,sh600592,龙溪股份,1.0
20251204,ZT,sz002520,日发精机,1.0
20251204,ZT,sz300095,华伍股份,1.0
20251204,ZT,sz002347,泰尔股份,1.0
20251204,ZT,sz002031,巨轮智能,1.0
20251204,ZT,sz002344,海宁皮城,1.0
20251204,ZT,sz300885,海昌新材,1.0
20251204,ZT,sz300946,恒而达,1.0
20251204,ZT,sz301510,固高科技,1.0
20251204,ZT,sh600678,四川金顶,1.0
20251204,ZT,sz002512,达华智能,1.0
20251204,ZT,sh603359,东珠生态,1.0
20251204,ZT,sh600118,中国卫星,1.0
20251204,ZT,sh600167,联美控股,1.0
20251204,ZT,sz300250,初灵信息,1.0
20251204,ZT,sz002925,盈趣科技,1.0
20251204,ZT,sz002402,和而泰,1.0
20251204,ZT,sh600635,大众公用,1.0
20251204,ZT,sh605299,舒华体育,1.0
20251204,ZT,sz002107,沃华医药,1.0
20251204,ZT,sz002620,ST瑞和,1.0
20251204,ZT,sz000510,新金路,1.0
20251204,ZT,sz002830,名雕股份,1.0
20251204,ZT,sh603709,中源家居,1.0
20251204,ZT,sh600509,天富能源,1.0
20251204,ZT,sz002585,双星新材,1.0
20251204,ZT,sz002575,群兴玩具,1.0
20251204,ZT,sh600217,中再资环,1.0
20251205,ZT,sz002300,太阳电缆,4.0
20251205,ZT,sh603696,安记食品,4.0
20251205,ZT,sh601399,国机重装,3.0
20251205,ZT,sh600151,航天机电,3.0
20251205,ZT,sz002682,龙洲股份,3.0
20251205,ZT,sh603386,骏亚科技,3.0
20251205,ZT,sz002589,瑞康医药,3.0
20251205,ZT,sh605299,舒华体育,2.0
20251205,ZT,sz002585,双星新材,2.0
20251205,ZT,sh603709,中源家居,2.0
20251205,ZT,sz002830,名雕股份,2.0
20251205,ZT,sz002702,海欣食品,1.0
20251205,ZT,sz000632,三木集团,1.0
20251205,ZT,sz002228,合兴包装,1.0
20251205,ZT,sz002093,国脉科技,1.0
20251205,ZT,sz002679,福建金森,1.0
20251205,ZT,sz002752,昇兴股份,1.0
20251205,ZT,sh600693,东百集团,1.0
20251205,ZT,sz002961,瑞达期货,1.0
20251205,ZT,sh600734,实达集团,1.0
20251205,ZT,sz000905,厦门港务,1.0
20251205,ZT,sz000547,航天发展,1.0
20251205,ZT,sz002565,顺灏股份,1.0
20251205,ZT,sz002977,天箭科技,1.0
20251205,ZT,sz301005,超捷股份,1.0
20251205,ZT,sh605598,上海港湾,1.0
20251205,ZT,sz000901,航天科技,1.0
20251205,ZT,sz002218,拓日新能,1.0
20251205,ZT,sz300427,红相股份,1.0
20251205,ZT,sh600343,航天动力,1.0
20251205,ZT,sz002885,京泉华,1.0
20251205,ZT,sz002779,中坚科技,1.0
20251205,ZT,sh600302,标准股份,1.0
20251205,ZT,sh600366,宁波韵升,1.0
20251205,ZT,sz300421,力星股份,1.0
20251205,ZT,sz301529,福赛科技,1.0
20251205,ZT,sz301486,致尚科技,1.0
20251205,ZT,sh603052,可川科技,1.0
20251205,ZT,sh600105,永鼎股份,1.0
20251205,ZT,sh688048,长光华芯,1.0
20251205,ZT,sz000070,特发信息,1.0
20251205,ZT,sz000859,国风新材,1.0
20251205,ZT,sh600227,赤天化  ,1.0
20251205,ZT,sh600800,渤海化学,1.0
20251205,ZT,sh603067,振华股份,1.0
20251205,ZT,sz002295,精艺股份,1.0
20251205,ZT,sz002578,闽发铝业,1.0
20251205,ZT,sz002149,西部材料,1.0
20251205,ZT,sh600868,梅雁吉祥,1.0
20251205,ZT,sh600973,宝胜股份,1.0
20251205,ZT,sh601106,中国一重,1.0
20251205,ZT,sh603015,弘讯科技,1.0
20251205,ZT,sz000639,西王食品,1.0
20251205,ZT,sz002969,嘉美包装,1.0
20251205,ZT,sh603886,元祖股份,1.0
20251205,ZT,sz300749,顶固集创,1.0
20251205,ZT,sz300377,赢时胜,1.0
20251205,ZT,sh600193,*ST创兴 ,1.0
20251205,ZT,sz002848,*ST高斯,1.0
20251205,ZT,sz002076,*ST星光,1.0
20251205,ZT,sz001270,*ST铖昌,1.0
20251205,ZT,sh603398,*ST沐邦 ,1.0
20251205,ZT,sh605081,*ST太和 ,1.0
20251205,ZT,sh603813,*ST原尚 ,1.0
20251205,ZT,sz000078,海王生物,1.0
20251205,ZT,sh600981,苏豪汇鸿,1.0
20251205,ZT,sh603122,合富中国,1.0
20251205,ZT,sh605303,园林股份,1.0
20251205,ZT,sz002083,孚日股份,1.0
20251205,ZT,sh600984,建设机械,1.0
20251205,ZT,sz002660,茂硕电源,1.0
20251205,ZT,sh603177,德创环保,1.0
20251205,ZT,sh600650,锦江在线,1.0
20251205,ZT,sz000811,冰轮环境,1.0
20251205,ZT,sz000035,中国天楹,1.0
20251205,ZT,sh600218,全柴动力,1.0
20251205,ZT,sz001360,南矿集团,1.0
20251205,ZT,sz301526,国际复材,1.0
20251205,ZT,sh600721,百花医药,1.0
20251205,ZT,sh601696,中银证券,1.0
20251208,ZT,sh603696,安记食品,5.0
20251208,ZT,sz002682,龙洲股份,4.0
20251208,ZT,sh603386,骏亚科技,4.0
20251208,ZT,sz002589,瑞康医药,4.0
20251208,ZT,sh605299,舒华体育,3.0
20251208,ZT,sz002585,双星新材,3.0
20251208,ZT,sz000811,冰轮环境,2.0
20251208,ZT,sh600693,东百集团,2.0
20251208,ZT,sz002679,福建金森,2.0
20251208,ZT,sz002565,顺灏股份,2.0
20251208,ZT,sh600343,航天动力,2.0
20251208,ZT,sz002295,精艺股份,2.0
20251208,ZT,sh600734,实达集团,2.0
20251208,ZT,sz002977,天箭科技,2.0
20251208,ZT,sz300427,红相股份,2.0
20251208,ZT,sz002149,西部材料,2.0
20251208,ZT,sz002961,瑞达期货,2.0
20251208,ZT,sz001360,南矿集团,2.0
20251208,ZT,sz002578,闽发铝业,2.0
20251208,ZT,sz002752,昇兴股份,2.0
20251208,ZT,sh603122,合富中国,2.0
20251208,ZT,sh601106,中国一重,2.0
20251208,ZT,sz000901,航天科技,2.0
20251208,ZT,sz301486,致尚科技,2.0
20251208,ZT,sz000905,厦门港务,2.0
20251208,ZT,sh600973,宝胜股份,2.0
20251208,ZT,sz002222,福晶科技,1.0
20251208,ZT,sh603686,福龙马  ,1.0
20251208,ZT,sz002029,七 匹 狼,1.0
20251208,ZT,sh600493,凤竹纺织,1.0
20251208,ZT,sh600897,厦门空港,1.0
20251208,ZT,sz002474,榕基软件,1.0
20251208,ZT,sh601933,永辉超市,1.0
20251208,ZT,sz000701,厦门信达,1.0
20251208,ZT,sz002512,达华智能,1.0
20251208,ZT,sz003031,中瓷电子,1.0
20251208,ZT,sh603601,再升科技,1.0
20251208,ZT,sz003029,吉大正元,1.0
20251208,ZT,sh603528,多伦科技,1.0
20251208,ZT,sz002792,通宇通讯,1.0
20251208,ZT,sh603738,泰晶科技,1.0
20251208,ZT,sz300337,银邦股份,1.0
20251208,ZT,sh603278,大业股份,1.0
20251208,ZT,sh603680,今创集团,1.0
20251208,ZT,sz001267,汇绿生态,1.0
20251208,ZT,sh688800,瑞可达  ,1.0
20251208,ZT,sh603042,华脉科技,1.0
20251208,ZT,sh600337,美克家居,1.0
20251208,ZT,sz001330,博纳影业,1.0
20251208,ZT,sh603898,好莱客  ,1.0
20251208,ZT,sh605136,丽人丽妆,1.0
20251208,ZT,sh605168,三人行  ,1.0
20251208,ZT,sh603667,五洲新春,1.0
20251208,ZT,sz002164,宁波东力,1.0
20251208,ZT,sh603316,诚邦股份,1.0
20251208,ZT,sz001309,德明利,1.0
20251208,ZT,sh603256,宏和科技,1.0
20251208,ZT,sh603228,景旺电子,1.0
20251208,ZT,sh688719,爱科赛博,1.0
20251208,ZT,sz002506,协鑫集成,1.0
20251208,ZT,sz002943,宇晶股份,1.0
20251208,ZT,sz301183,东田微,1.0
20251208,ZT,sz001203,大中矿业,1.0
20251208,ZT,sz001270,*ST铖昌,1.0
20251208,ZT,sh600696,*ST岩石 ,1.0
20251208,ZT,sz002789,*ST建艺,1.0
20251208,ZT,sz002713,*ST东易,1.0
20251208,ZT,sz000571,新大洲A,1.0
20251208,ZT,sz002235,安妮股份,1.0
20251208,ZT,sh603698,航天工程,1.0
20251208,ZT,sz002163,海南发展,1.0
20251208,ZT,sz000020,深华发Ａ,1.0
20251208,ZT,sz300290,荣科科技,1.0
20251208,ZT,sh600250,南京商旅,1.0
20251208,ZT,sz002492,恒基达鑫,1.0
20251208,ZT,sh603023,威帝股份,1.0
20251208,ZT,sz002853,皮阿诺,1.0
20251208,ZT,sh601231,环旭电子,1.0
20251209,ZT,sh603696,安记食品,6.0
20251209,ZT,sz002682,龙洲股份,5.0
20251209,ZT,sh603386,骏亚科技,5.0
20251209,ZT,sh605299,舒华体育,4.0
20251209,ZT,sh600693,东百集团,3.0
20251209,ZT,sz002752,昇兴股份,3.0
20251209,ZT,sz000905,厦门港务,3.0
20251209,ZT,sz003031,中瓷电子,2.0
20251209,ZT,sz002235,安妮股份,2.0
20251209,ZT,sh603023,威帝股份,2.0
20251209,ZT,sh603601,再升科技,2.0
20251209,ZT,sh603278,大业股份,2.0
20251209,ZT,sh600250,南京商旅,2.0
20251209,ZT,sz001330,博纳影业,2.0
20251209,ZT,sh600897,厦门空港,2.0
20251209,ZT,sz002512,达华智能,2.0
20251209,ZT,sh601933,永辉超市,2.0
20251209,ZT,sz003016,欣贺股份,1.0
20251209,ZT,sh600573,惠泉啤酒,1.0
20251209,ZT,sz002927,泰永长征,1.0
20251209,ZT,sh600855,航天长峰,1.0
20251209,ZT,sz301517,陕西华达,1.0
20251209,ZT,sz002413,雷科防务,1.0
20251209,ZT,sh600828,茂业商业,1.0
20251209,ZT,sh600280,中央商场,1.0
20251209,ZT,sh601828,美凯龙  ,1.0
20251209,ZT,sz002229,鸿博股份,1.0
20251209,ZT,sz300056,中创环保,1.0
20251209,ZT,sz300081,恒信东方,1.0
20251209,ZT,sh600673,东阳光  ,1.0
20251209,ZT,sz002217,合力泰,1.0
20251209,ZT,sz002725,跃岭股份,1.0
20251209,ZT,sh688205,德科立  ,1.0
20251209,ZT,sh600330,天通股份,1.0
20251209,ZT,sz002995,天地在线,1.0
20251209,ZT,sz002445,中南文化,1.0
20251209,ZT,sh600151,航天机电,1.0
20251209,ZT,sz002329,皇氏集团,1.0
20251209,ZT,sh601908,京运通  ,1.0
20251209,ZT,sz000823,超声电子,1.0
20251209,ZT,sh603516,淳中科技,1.0
20251209,ZT,sh603090,宏盛股份,1.0
20251209,ZT,sz002346,柘中股份,1.0
20251209,ZT,sh603829,洛凯股份,1.0
20251209,ZT,sz300959,线上线下,1.0
20251209,ZT,sh603879,永悦科技,1.0
20251209,ZT,sh603373,安邦护卫,1.0
20251209,ZT,sh600696,*ST岩石 ,1.0
20251209,ZT,sz002105,信隆健康,1.0
20251209,ZT,sz002301,齐心集团,1.0
20251209,ZT,sh601279,英利汽车,1.0
20251209,ZT,sz002339,积成电子,1.0
20251209,ZT,sz000953,河化股份,1.0
20251209,ZT,sh600058,五矿发展,1.0
20251210,ZT,sz002682,龙洲股份,6.0
20251210,ZT,sh600693,东百集团,4.0
20251210,ZT,sz000905,厦门港务,4.0
20251210,ZT,sz003031,中瓷电子,3.0
20251210,ZT,sz002235,安妮股份,3.0
20251210,ZT,sh603601,再升科技,3.0
20251210,ZT,sz001330,博纳影业,3.0
20251210,ZT,sh601933,永辉超市,3.0
20251210,ZT,sh600330,天通股份,2.0
20251210,ZT,sh600828,茂业商业,2.0
20251210,ZT,sh603879,永悦科技,2.0
20251210,ZT,sh601828,美凯龙  ,2.0
20251210,ZT,sz002725,跃岭股份,2.0
20251210,ZT,sz003016,欣贺股份,2.0
20251210,ZT,sh600280,中央商场,2.0
20251210,ZT,sz002105,信隆健康,2.0
20251210,ZT,sz000735,罗 牛 山,1.0
20251210,ZT,sz002596,海南瑞泽,1.0
20251210,ZT,sz000886,海南高速,1.0
20251210,ZT,sz000567,海德股份,1.0
20251210,ZT,sz000505,京粮控股,1.0
20251210,ZT,sz000955,欣龙控股,1.0
20251210,ZT,sz300189,神农种业,1.0
20251210,ZT,sz000572,海马汽车,1.0
20251210,ZT,sh603101,汇嘉时代,1.0
20251210,ZT,sz002251,步步高,1.0
20251210,ZT,sz000759,中百集团,1.0
20251210,ZT,sz002133,广宇集团,1.0
20251210,ZT,sz002285,世联行,1.0
20251210,ZT,sz000838,财信发展,1.0
20251210,ZT,sh603506,南都物业,1.0
20251210,ZT,sh600340,华夏幸福,1.0
20251210,ZT,sz000002,万  科Ａ,1.0
20251210,ZT,sz000070,特发信息,1.0
20251210,ZT,sz000936,华西股份,1.0
20251210,ZT,sh601869,长飞光纤,1.0
20251210,ZT,sh600184,光电股份,1.0
20251210,ZT,sz000678,襄阳轴承,1.0
20251210,ZT,sz301279,金道科技,1.0
20251210,ZT,sz001311,多利科技,1.0
20251210,ZT,sz002149,西部材料,1.0
20251210,ZT,sh600678,四川金顶,1.0
20251210,ZT,sh688682,霍莱沃  ,1.0
20251210,ZT,sz002083,孚日股份,1.0
20251210,ZT,sh603681,永冠新材,1.0
20251210,ZT,sz001360,南矿集团,1.0
20251210,ZT,sz001270,*ST铖昌,1.0
20251210,ZT,sz002214,*ST大立,1.0
20251210,ZT,sh603268,*ST松发 ,1.0
20251210,ZT,sh603709,中源家居,1.0
20251210,ZT,sz002163,海南发展,1.0
20251210,ZT,sz000950,重药控股,1.0
20251210,ZT,sz002633,申科股份,1.0
20251210,ZT,sh603095,越剑智能,1.0
20251210,ZT,sh600200,退市苏吴,1.0
20251210,ZT,sh605358,立昂微  ,1.0
20251210,ZT,sz001386,马可波罗,1.0
20251210,ZT,sz002390,信邦制药,1.0
20251210,ZT,sz002607,中公教育,1.0
20251210,ZT,sz000532,华金资本,1.0
20251211,ZT,sh600693,东百集团,5.0
20251211,ZT,sz002235,安妮股份,4.0
20251211,ZT,sh603601,再升科技,4.0
20251211,ZT,sz002725,跃岭股份,3.0
20251211,ZT,sh605358,立昂微  ,2.0
20251211,ZT,sh603506,南都物业,2.0
20251211,ZT,sh600678,四川金顶,2.0
20251211,ZT,sz000950,重药控股,2.0
20251211,ZT,sh603709,中源家居,2.0
20251211,ZT,sh600343,航天动力,1.0
20251211,ZT,sz001208,华菱线缆,1.0
20251211,ZT,sz002471,中超控股,1.0
20251211,ZT,sz300265,通光线缆,1.0
20251211,ZT,sz002202,金风科技,1.0
20251211,ZT,sz000859,国风新材,1.0
20251211,ZT,bj920576,天力复合,1.0
20251211,ZT,sz002519,银河电子,1.0
20251211,ZT,sz002544,普天科技,1.0
20251211,ZT,sh688119,中钢洛耐,1.0
20251211,ZT,sh600105,永鼎股份,1.0
20251211,ZT,sh688662,富信科技,1.0
20251211,ZT,sh600250,南京商旅,1.0
20251211,ZT,sh600865,百大集团,1.0
20251211,ZT,sz000035,中国天楹,1.0
20251211,ZT,sz300266,兴源环境,1.0
20251211,ZT,sh603929,亚翔集成,1.0
20251211,ZT,sh605055,迎丰股份,1.0
20251211,ZT,sz002639,雪人集团,1.0
20251211,ZT,sz001270,*ST铖昌,1.0
20251211,ZT,sh600165,XR*ST宁 ,1.0
20251211,ZT,sh600421,*ST华嵘 ,1.0
20251211,ZT,sz000908,*ST景峰,1.0
20251211,ZT,sh600936,广西广电,1.0
20251211,ZT,sz000890,法尔胜,1.0
20251211,ZT,sz002309,中利集团,1.0
20251211,ZT,bj920407,驰诚股份,1.0
20251211,ZT,sz002123,梦网科技,1.0
20251211,ZT,sz002157,正邦科技,1.0
20251212,ZT,sh603601,再升科技,5.0
20251212,ZT,sh603709,中源家居,3.0
20251212,ZT,sh600343,航天动力,2.0
20251212,ZT,sz300265,通光线缆,2.0
20251212,ZT,sh603929,亚翔集成,2.0
20251212,ZT,sz001208,华菱线缆,2.0
20251212,ZT,sz002639,雪人集团,2.0
20251212,ZT,sz002471,中超控股,2.0
20251212,ZT,sh600865,百大集团,2.0
20251212,ZT,bj920576,天力复合,2.0
20251212,ZT,sh600936,广西广电,2.0
20251212,ZT,sz000890,法尔胜,2.0
20251212,ZT,sz002309,中利集团,2.0
20251212,ZT,sz002149,西部材料,1.0
20251212,ZT,sh600855,航天长峰,1.0
20251212,ZT,sz002927,泰永长征,1.0
20251212,ZT,sh600192,长城电工,1.0
20251212,ZT,sh600776,东方通信,1.0
20251212,ZT,sh600990,四创电子,1.0
20251212,ZT,sz002347,泰尔股份,1.0
20251212,ZT,sz001296,长江材料,1.0
20251212,ZT,sz002565,顺灏股份,1.0
20251212,ZT,sz300285,国瓷材料,1.0
20251212,ZT,sz301079,邵阳液压,1.0
20251212,ZT,sz000801,四川九洲,1.0
20251212,ZT,sz300445,康斯特,1.0
20251212,ZT,sz301005,超捷股份,1.0
20251212,ZT,sh605090,九丰能源,1.0
20251212,ZT,sh601399,国机重装,1.0
20251212,ZT,sh601106,中国一重,1.0
20251212,ZT,sz002478,常宝股份,1.0
20251212,ZT,sz002438,江苏神通,1.0
20251212,ZT,sz000969,安泰科技,1.0
20251212,ZT,sz300963,中洲特材,1.0
20251212,ZT,sh601611,中国核建,1.0
20251212,ZT,sz000533,顺钠股份,1.0
20251212,ZT,sz002255,海陆重工,1.0
20251212,ZT,sh600875,东方电气,1.0
20251212,ZT,sz000720,新能泰山,1.0
20251212,ZT,sz300062,中能电气,1.0
20251212,ZT,sh601179,中国西电,1.0
20251212,ZT,sz002451,摩恩电气,1.0
20251212,ZT,sz002300,太阳电缆,1.0
20251212,ZT,sh600550,保变电气,1.0
20251212,ZT,sh601133,柏诚股份,1.0
20251212,ZT,sz002989,中天精装,1.0
20251212,ZT,sh603163,圣晖集成,1.0
20251212,ZT,sh688368,晶丰明源,1.0
20251212,ZT,sh603031,安孚科技,1.0
20251212,ZT,sz002682,龙洲股份,1.0
20251212,ZT,sh603408,建霖家居,1.0
20251212,ZT,sh600493,凤竹纺织,1.0
20251212,ZT,sh601566,九牧王  ,1.0
20251212,ZT,sh603992,松霖科技,1.0
20251212,ZT,sz301468,博盈特焊,1.0
20251212,ZT,sh605060,联德股份,1.0
20251212,ZT,sz000534,万泽股份,1.0
20251212,ZT,sh605123,派克新材,1.0
20251212,ZT,sz000546,金圆股份,1.0
20251212,ZT,sz002256,兆新股份,1.0
20251212,ZT,sz002584,西陇科学,1.0
20251212,ZT,sz000510,新金路,1.0
20251212,ZT,sh600868,梅雁吉祥,1.0
20251212,ZT,sz001331,胜通能源,1.0
20251212,ZT,sz003033,征和工业,1.0
20251212,ZT,sz001270,*ST铖昌,1.0
20251212,ZT,sh600165,*ST宁科 ,1.0
20251212,ZT,sz002200,*ST交投,1.0
20251212,ZT,sh603822,ST嘉澳  ,1.0
20251212,ZT,sh605081,*ST太和 ,1.0
20251212,ZT,sh600151,航天机电,1.0
20251212,ZT,sz001330,博纳影业,1.0
20251212,ZT,sh601700,风范股份,1.0
20251212,ZT,sz002374,中锐股份,1.0
20251212,ZT,sz002862,实丰文化,1.0
20251212,ZT,sz000862,银星能源,1.0
20251212,ZT,sh603127,昭衍新药,1.0
20251212,ZT,sh603610,麒盛科技,1.0
20251212,ZT,sz002865,钧达股份,1.0
20251212,ZT,sh601619,嘉泽新能,1.0
20251212,ZT,sh600730,中国高科,1.0
20251212,ZT,sh600237,铜峰电子,1.0
20251212,ZT,sh603698,航天工程,1.0
20251215,ZT,sh603601,再升科技,6.0
20251215,ZT,sz001208,华菱线缆,3.0
20251215,ZT,sz002639,雪人集团,3.0
20251215,ZT,sz002471,中超控股,3.0
20251215,ZT,sh600865,百大集团,3.0
20251215,ZT,sh600936,广西广电,3.0
20251215,ZT,sz000890,法尔胜,3.0
20251215,ZT,sz002300,太阳电缆,2.0
20251215,ZT,sh600192,长城电工,2.0
20251215,ZT,sz002374,中锐股份,2.0
20251215,ZT,sh600151,航天机电,2.0
20251215,ZT,sz001331,胜通能源,2.0
20251215,ZT,sh601700,风范股份,2.0
20251215,ZT,sz002329,皇氏集团,1.0
20251215,ZT,sz001318,阳光乳业,1.0
20251215,ZT,sz000995,皇台酒业,1.0
20251215,ZT,sh605388,均瑶健康,1.0
20251215,ZT,sz300997,欢乐家,1.0
20251215,ZT,sh600113,浙江东日,1.0
20251215,ZT,sh600737,中粮糖业,1.0
20251215,ZT,sh605339,南侨食品,1.0
